city,date,temp,o3,dewpoint,pm10,season,yday,month,month_numeric,year
chic,1997-06-02,58,28.20088794,54.5,17.54998603,Spring,153,Jun,6,1997
chic,1997-06-03,61.5,28.8544356,52.625,25.80557555,Spring,154,Jun,6,1997
chic,1997-06-04,59,28.57703899,47.5,28.52526076,Spring,155,Jun,6,1997
chic,1997-06-05,62,29.24053355,56,47.60767834,Spring,156,Jun,6,1997
chic,1997-06-06,63.5,22.36521984,58.75,47.64119932,Spring,157,Jun,6,1997
chic,1997-06-07,58.5,19.64381105,55.375,14.57238312,Spring,158,Jun,6,1997
chic,1997-06-08,61,39.02341895,48.625,19.5971084,Spring,159,Jun,6,1997
chic,1997-06-09,62.5,39.50885581,51.75,34.11960569,Spring,160,Jun,6,1997
chic,1997-06-10,66.5,39.04671332,53.875,47.52567983,Spring,161,Jun,6,1997
chic,1997-06-11,67.5,18.85131536,63.125,54.62458093,Spring,162,Jun,6,1997
chic,1997-06-12,70,18.51191443,63.625,56.74834218,Spring,163,Jun,6,1997
chic,1997-06-13,71,27.04394593,52,39.74552947,Spring,164,Jun,6,1997
chic,1997-06-14,56.5,19.26282337,41.875,8.809167687,Spring,165,Jun,6,1997
chic,1997-06-15,63,33.15908871,59.75,32.28022902,Spring,166,Jun,6,1997
chic,1997-06-16,67,30.47585314,53.375,23.8021978,Spring,167,Jun,6,1997
chic,1997-06-17,60.5,21.37586282,50.375,23.75153523,Spring,168,Jun,6,1997
chic,1997-06-18,67,29.43385997,61.125,48.67247253,Spring,169,Jun,6,1997
chic,1997-06-19,70,30.16635834,65.875,56.83851648,Spring,170,Jun,6,1997
chic,1997-06-20,81.5,38.25061045,72.875,74.78357143,Spring,171,Jun,6,1997
chic,1997-06-21,75.5,28.10864899,64.75,26.78456998,Spring,172,Jun,6,1997
chic,1997-06-22,77,35.9279615,66.875,21.04739011,Spring,173,Jun,6,1997
chic,1997-06-23,82.5,27.36394428,69.625,68.20145546,Spring,174,Jun,6,1997
chic,1997-06-24,84,30.20083455,60,123.4337673,Spring,175,Jun,6,1997
chic,1997-06-25,78,27.64699996,62.75,37.51510989,Spring,176,Jun,6,1997
chic,1997-06-26,73.5,28.02588001,55.25,25.67615995,Spring,177,Jun,6,1997
chic,1997-06-27,72.5,29.83663336,59,43.90843721,Spring,178,Jun,6,1997
chic,1997-06-28,74,44.34379213,62,46.72835775,Spring,179,Jun,6,1997
chic,1997-06-29,75,54.68763863,65.25,60.94193307,Spring,180,Jun,6,1997
chic,1997-06-30,76,18.07734141,69.25,34.94700358,Spring,181,Jun,6,1997
chic,1997-07-01,77.5,36.37921409,68.625,45.98551449,Summer,182,Jul,7,1997
chic,1997-07-02,79.5,28.56051276,55.75,58.03069895,Summer,183,Jul,7,1997
chic,1997-07-03,68.5,16.66064783,54.25,23.39484776,Summer,184,Jul,7,1997
chic,1997-07-04,61.5,9.148545689,51.875,10.0334462,Summer,185,Jul,7,1997
chic,1997-07-05,65.5,19.71197288,50.75,15.04443521,Summer,186,Jul,7,1997
chic,1997-07-06,70,30.27881577,57.75,18.20100733,Summer,187,Jul,7,1997
chic,1997-07-07,65.5,25.31450384,52.5,21.04737414,Summer,188,Jul,7,1997
chic,1997-07-08,71,28.16231609,58,38.97594557,Summer,189,Jul,7,1997
chic,1997-07-09,62,26.4205167,50.75,14.95504818,Summer,190,Jul,7,1997
chic,1997-07-10,64.5,23.31584029,51,26.05597917,Summer,191,Jul,7,1997
chic,1997-07-11,68.5,32.42718916,59.125,41.05873399,Summer,192,Jul,7,1997
chic,1997-07-12,74.5,46.69061387,63.5,58.09618034,Summer,193,Jul,7,1997
chic,1997-07-13,82.5,37.22932166,71.75,58.13830347,Summer,194,Jul,7,1997
chic,1997-07-14,83,26.18792133,62.375,41.11901972,Summer,195,Jul,7,1997
chic,1997-07-15,79,22.93871501,64.25,28.35494181,Summer,196,Jul,7,1997
chic,1997-07-16,82.5,30.36439377,59.875,39.1823806,Summer,197,Jul,7,1997
chic,1997-07-17,84,42.00033433,68.625,58.19064507,Summer,198,Jul,7,1997
chic,1997-07-18,79,19.02179944,69.125,55.12382693,Summer,199,Jul,7,1997
chic,1997-07-19,74.5,28.45890074,60.625,21.16678063,Summer,200,Jul,7,1997
chic,1997-07-20,76.5,34.59199171,71.625,38.16678063,Summer,201,Jul,7,1997
chic,1997-07-21,72,29.58039859,65.125,26.73552063,Summer,202,Jul,7,1997
chic,1997-07-22,69,26.28534047,64.375,21.05658779,Summer,203,Jul,7,1997
chic,1997-07-23,69,29.61991705,59.75,25.04556851,Summer,204,Jul,7,1997
chic,1997-07-24,72.5,37.00045768,64.75,43.13986392,Summer,205,Jul,7,1997
chic,1997-07-25,76,35.52402097,75.75,78.24489397,Summer,206,Jul,7,1997
chic,1997-07-26,85.5,41.66751042,73.375,58.21459094,Summer,207,Jul,7,1997
chic,1997-07-27,81.5,25.68916314,73.75,35.0229595,Summer,208,Jul,7,1997
chic,1997-07-28,74.5,19.17150132,57.375,16.15949453,Summer,209,Jul,7,1997
chic,1997-07-29,66.5,18.64487127,50.875,5.145720416,Summer,210,Jul,7,1997
chic,1997-07-30,68.5,19.5914067,52.375,14.10035752,Summer,211,Jul,7,1997
chic,1997-07-31,69,23.83301613,56.25,36.16699981,Summer,212,Jul,7,1997
chic,1997-08-01,74.5,39.65390007,58.875,70.26341854,Summer,213,Aug,8,1997
chic,1997-08-02,81.5,42.10156086,59.375,47.40720392,Summer,214,Aug,8,1997
chic,1997-08-03,78,35.46826666,66.5,34.25239926,Summer,215,Aug,8,1997
chic,1997-08-04,71,19.79762394,57.75,13.29647639,Summer,216,Aug,8,1997
chic,1997-08-05,62.5,18.19914837,45.875,9.565040117,Summer,217,Aug,8,1997
chic,1997-08-06,64.5,13.84084064,54,28.23201198,Summer,218,Aug,8,1997
chic,1997-08-07,67,24.37385827,55.5,45.25680537,Summer,219,Aug,8,1997
chic,1997-08-08,69.5,33.01657675,52.875,45.72722817,Summer,220,Aug,8,1997
chic,1997-08-09,70.5,24.20483379,66,41.3008825,Summer,221,Aug,8,1997
chic,1997-08-10,75.5,23.53685707,65.5,42.28435358,Summer,222,Aug,8,1997
chic,1997-08-11,67.5,14.07665133,62.125,12.10002235,Summer,223,Aug,8,1997
chic,1997-08-12,69.5,4.018490079,67.875,26.56965533,Summer,224,Aug,8,1997
chic,1997-08-13,68.5,16.34695586,58.75,17.55588122,Summer,225,Aug,8,1997
chic,1997-08-14,65.5,18.40566495,63.125,28.2279563,Summer,226,Aug,8,1997
chic,1997-08-15,77,19.53726264,70,38.55037158,Summer,227,Aug,8,1997
chic,1997-08-16,80,30.21310117,69.875,36.57241015,Summer,228,Aug,8,1997
chic,1997-08-17,68.5,20.55584142,64,NA,Summer,229,Aug,8,1997
chic,1997-08-18,63.5,15.74373226,54.375,4.528333008,Summer,230,Aug,8,1997
chic,1997-08-19,64,14.42364565,60,24.60822282,Summer,231,Aug,8,1997
chic,1997-08-20,67,13.59348437,59.375,28.25433275,Summer,232,Aug,8,1997
chic,1997-08-21,63.5,16.27254784,52.875,11.6137629,Summer,233,Aug,8,1997
chic,1997-08-22,64,10.488212,54.875,20.65243694,Summer,234,Aug,8,1997
chic,1997-08-23,65.5,15.64718471,57.75,25.11712128,Summer,235,Aug,8,1997
chic,1997-08-24,70.5,26.38495859,62.75,18.25164246,Summer,236,Aug,8,1997
chic,1997-08-25,65.5,25.59353579,59.5,24.19915628,Summer,237,Aug,8,1997
chic,1997-08-26,69,16.18665473,68.75,45.4149698,Summer,238,Aug,8,1997
chic,1997-08-27,77,14.06976526,67.5,47.16048225,Summer,239,Aug,8,1997
chic,1997-08-28,68.5,17.52169962,58.125,14.16048224,Summer,240,Aug,8,1997
chic,1997-08-29,67,16.1954538,58.875,25.39656937,Summer,241,Aug,8,1997
chic,1997-08-30,65,16.30556035,68.125,40.24996467,Summer,242,Aug,8,1997
chic,1997-08-31,72,26.51990419,62.125,17.31902544,Summer,243,Aug,8,1997
chic,1997-09-01,70.5,24.3715135,65.875,29.69624619,Summer,244,Sep,9,1997
chic,1997-09-02,68,10.78914157,51.75,34.34941218,Summer,245,Sep,9,1997
chic,1997-09-03,58.5,15.16591743,47.125,4.393611078,Summer,246,Sep,9,1997
chic,1997-09-04,59,13.7159208,44.875,28.45127174,Summer,247,Sep,9,1997
chic,1997-09-05,60.5,14.11582078,51,54.48829607,Summer,248,Sep,9,1997
chic,1997-09-06,74.5,30.04226489,64.75,39.50487066,Summer,249,Sep,9,1997
chic,1997-09-07,66,21.21907818,60.125,20.35094288,Summer,250,Sep,9,1997
chic,1997-09-08,67.5,16.87984616,62.875,20.53801983,Summer,251,Sep,9,1997
chic,1997-09-09,68.5,18.35755483,60.375,30.57945629,Summer,252,Sep,9,1997
chic,1997-09-10,64.5,12.45601939,55.375,13.97688388,Summer,253,Sep,9,1997
chic,1997-09-11,61.5,6.786060829,53.75,20.08841706,Summer,254,Sep,9,1997
chic,1997-09-12,61.5,10.38699963,52.75,28.02211872,Summer,255,Sep,9,1997
chic,1997-09-13,63.5,18.2208076,58.625,41.32348389,Summer,256,Sep,9,1997
chic,1997-09-14,69,31.19623911,62.375,48.03593088,Summer,257,Sep,9,1997
chic,1997-09-15,69.5,32.22166843,65.375,80.03316844,Summer,258,Sep,9,1997
chic,1997-09-16,74.5,36.32778426,68.875,81.07067052,Summer,259,Sep,9,1997
chic,1997-09-17,70,13.70060683,50.875,19.21625231,Summer,260,Sep,9,1997
chic,1997-09-18,69,19.05174989,50.375,94.28255065,Summer,261,Sep,9,1997
chic,1997-09-19,73,21.44721551,67.875,35.30382545,Summer,262,Sep,9,1997
chic,1997-09-20,58.5,13.76856933,48.5,7.531169427,Summer,263,Sep,9,1997
chic,1997-09-21,57,8.278728699,46.125,11.56984347,Summer,264,Sep,9,1997
chic,1997-09-22,57.5,4.054641319,51.875,34.90229601,Summer,265,Sep,9,1997
chic,1997-09-23,59,9.708390849,46.375,14.93434944,Summer,266,Sep,9,1997
chic,1997-09-24,56.5,7.514597849,47.375,29.9039627,Summer,267,Sep,9,1997
chic,1997-09-25,66,14.73798366,55.125,28.37999078,Summer,268,Sep,9,1997
chic,1997-09-26,60,14.18373664,51.125,19.57799585,Summer,269,Sep,9,1997
chic,1997-09-27,62.5,17.0439295,54.125,29.67468093,Summer,270,Sep,9,1997
chic,1997-09-28,64,13.62840434,48,22.82900617,Summer,271,Sep,9,1997
chic,1997-09-29,65,15.95539053,44.125,56.58147845,Summer,272,Sep,9,1997
chic,1997-09-30,59.5,8.791206069,47,17.57042873,Summer,273,Sep,9,1997
chic,1997-10-01,52,14.16913601,42.5,18.30753249,Autumn,274,Oct,10,1997
chic,1997-10-02,61,12.85086137,51.875,75.84943425,Autumn,275,Oct,10,1997
chic,1997-10-03,73,28.50312949,60.75,87.9433569,Autumn,276,Oct,10,1997
chic,1997-10-04,68,17.99393647,55.75,44.23844528,Autumn,277,Oct,10,1997
chic,1997-10-05,70,27.43599159,54.875,50.91796116,Autumn,278,Oct,10,1997
chic,1997-10-06,70.5,19.70011993,56.375,85.92901088,Autumn,279,Oct,10,1997
chic,1997-10-07,73.5,17.62025607,58.875,54.18717226,Autumn,280,Oct,10,1997
chic,1997-10-08,72.5,29.71689146,60.375,71.85442524,Autumn,281,Oct,10,1997
chic,1997-10-09,64,15.05132247,44.75,39.87652469,Autumn,282,Oct,10,1997
chic,1997-10-10,59,8.025645254,47.25,42.08855497,Autumn,283,Oct,10,1997
chic,1997-10-11,61.5,16.91867277,44.25,27.04250182,Autumn,284,Oct,10,1997
chic,1997-10-12,70,29.92110121,56.125,33.97896591,Autumn,285,Oct,10,1997
chic,1997-10-13,59.5,12.43818877,39.375,20.59545715,Autumn,286,Oct,10,1997
chic,1997-10-14,42.5,7.684962749,30.25,15.97344104,Autumn,287,Oct,10,1997
chic,1997-10-15,42.5,3.282740287,36.75,42.06183884,Autumn,288,Oct,10,1997
chic,1997-10-16,47.5,7.979999744,38.5,45.19310819,Autumn,289,Oct,10,1997
chic,1997-10-17,45.5,6.096835984,39.25,44.98311384,Autumn,290,Oct,10,1997
chic,1997-10-18,44.5,6.383835484,36.375,49.99140113,Autumn,291,Oct,10,1997
chic,1997-10-19,50,13.70280634,45.25,36.0480655,Autumn,292,Oct,10,1997
chic,1997-10-20,45.5,5.898247614,32.625,15.99140113,Autumn,293,Oct,10,1997
chic,1997-10-21,42.5,9.551619484,20.625,15.97206412,Autumn,294,Oct,10,1997
chic,1997-10-22,36,11.69927403,23.5,26.3796492,Autumn,295,Oct,10,1997
chic,1997-10-23,44.5,2.980506134,31.25,47.53823933,Autumn,296,Oct,10,1997
chic,1997-10-24,46,0.085841944,44.375,35.43879181,Autumn,297,Oct,10,1997
chic,1997-10-25,47,14.7552341,37.875,22.02964685,Autumn,298,Oct,10,1997
chic,1997-10-26,40,21.23241348,36,4.444316674,Autumn,299,Oct,10,1997
chic,1997-10-27,32.5,11.21288774,25.57142857,12.49404043,Autumn,300,Oct,10,1997
chic,1997-10-28,39,4.553954792,36.125,40.24102977,Autumn,301,Oct,10,1997
chic,1997-10-29,44,2.4276765,36,49.59215942,Autumn,302,Oct,10,1997
chic,1997-10-30,51,10.99730122,50.25,60.63359589,Autumn,303,Oct,10,1997
chic,1997-10-31,59.5,11.12766727,52.5,37.54374391,Autumn,304,Oct,10,1997
chic,1997-11-01,50,8.280297454,36.125,14.60320915,Autumn,305,Nov,11,1997
chic,1997-11-02,38.5,9.837252924,30.125,3.594921849,Autumn,306,Nov,11,1997
chic,1997-11-03,36.5,1.572217033,34.125,17.63612005,Autumn,307,Nov,11,1997
chic,1997-11-04,39,0.946119191,35.25,19.94749735,Autumn,308,Nov,11,1997
chic,1997-11-05,40,3.905143159,40.5,29.91987304,Autumn,309,Nov,11,1997
chic,1997-11-06,45,6.817325611,39.875,22.14110936,Autumn,310,Nov,11,1997
chic,1997-11-07,43,17.81591136,35.25,11.97512166,Autumn,311,Nov,11,1997
chic,1997-11-08,44,14.07328937,34.125,17.98617138,Autumn,312,Nov,11,1997
chic,1997-11-09,42.5,8.690660258,34.875,20.9560038,Autumn,313,Nov,11,1997
chic,1997-11-10,36.5,9.42537895,22.125,14.76170946,Autumn,314,Nov,11,1997
chic,1997-11-11,28.5,6.334441315,18.25,18.69817354,Autumn,315,Nov,11,1997
chic,1997-11-12,26.5,7.309092868,16.75,29.41938875,Autumn,316,Nov,11,1997
chic,1997-11-13,31.5,8.287314003,22.25,33.62082548,Autumn,317,Nov,11,1997
chic,1997-11-14,36,16.12077291,31.25,14.35010725,Autumn,318,Nov,11,1997
